12;-2;4;-2;4;-2;4;-2;4;-2;4;-2;4;-2;4;-2;4;4;7;-2;-2;7;4;-2;4;-2;4;-2;4;-2;4;-2;4;-2;4;-2;4;-2;20;-2
13;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2
-2;1;-2;3;1;-2;2;1;-2;-2;1;-2;-2;2;0;0;0;0;0;26;25;2;1;-2;-2;1;-2;-2;1;-2;-2;1;-2;-2;1;-2;-2;1;-2;18
-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;8;-2;-2;-2;8;-2;-2;-2;8;-2;-2;-2;8;-2;-2;-2;8;-2;-2;-2;-2;2;-2;-2;-2;-2;3;-2;-2;-2
14;-2;-2;-2;2;-2;-2;-2;-2;-2;11;-2;-2;1;1;-2;-2;1;-2;-2;1;-2;-2;-2;-2;-2;-2;1;-2;11;1;-2;-2;-2;-2;-2;-2;-2;-2;-2
-2;3;0;0;1;-2;-2;1;-2;-2;11;1;-2;1;-2;-2;1;-2;3;2;3;2;1;-2;-2;1;-2;0;-2;11;-2;1;-2;-2;1;-2;-2;1;-2;19
-2;0;2;0;-2;-2;3;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;3;2;3;2;3;2;-2;-2;-2;-2;-2;-2;-2;0;-2;-2;-2;-2;-2;-2;-2;-2;-2
14;0;0;0;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;2;3;2;3;2;3;-2;-2;-2;-2;-2;0;-2;0;-2;-2;-2;3;-2;-2;-2;-2;-2
-2;1;2;-2;1;-2;-2;1;-2;-2;11;1;-2;1;-2;-2;1;3;2;3;2;3;2;0;0;1;-2;-2;1;11;-2;1;-2;-2;1;-2;-2;1;-2;19
-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;3;2;3;2;0;0;0;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2
14;-2;-2;1;-2;1;-2;-2;-2;-2;-2;1;-2;1;-2;-2;1;-2;-2;1;-2;-2;1;-2;-2;1;-2;1;-2;11;-2;2;-2;-2;-2;-2;2;-2;-2;-2
-2;1;31;-2;-2;8;-2;-2;8;-2;11;8;-2;8;-2;-2;8;-2;-2;8;-2;-2;8;-2;-2;8;-2;8;-2;11;1;1;-2;-2;1;-2;-2;1;-2;19
-2;-2;-2;-2;-2;8;-2;-2;8;-2;11;8;-2;8;-2;-2;8;-2;-2;8;-2;-2;8;-2;-2;8;11;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2
14;1;-2;-2;1;-2;-2;1;-2;-2;1;-2;-2;1;-2;-2;1;-2;-2;11;11;0;1;-2;-2;1;-2;-2;1;-2;-2;1;-2;-2;1;-2;-2;1;-2;19
-2;3;-2;-2;-2;-2;-2;-2;0;-2;0;-2;0;-2;0;-2;0;-2;-2;-2;-2;0;-2;-2;-2;-2;-2;-2;-2;-2;3;-2;-2;-2;-2;-2;-2;3;-2;19
-2;-2;-2;-2;2;-2;-2;-2;0;-2;0;-2;0;-2;0;-2;0;-2;-2;-2;-2;0;-2;-2;-2;3;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2
14;1;-2;-2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;11;0;1;-2;-2;1;-2;-2;1;-2;-2;1;-2;-2;1;-2;-2;1;-2;19
-2;-2;-2;1;-2;-2;1;-2;8;-2;8;-2;-2;8;-2;-2;8;-2;-2;-2;-2;0;-2;-2;-2;-2;-2;-2;-2;-2;2;-2;-2;-2;-2;-2;-2;-2;-2;19
-2;-2;-2;-2;-2;3;-2;-2;8;8;-2;-2;-2;8;-2;-2;8;-2;-2;-2;-2;0;-2;-2;-2;2;-2;-2;3;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2
14;1;-2;2;1;-2;-2;1;-2;-2;1;-2;-2;1;-2;-2;1;-2;-2;1;-2;-2;1;-2;-2;1;-2;2;1;-2;-2;1;-2;-2;1;2;-2;1;-2;19
-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;3;-2;-2;-2;-2;-2;-2;-2;-2;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2
21;-2;-2;22;-2;-2;22;-2;22;-2;-2;22;-2;-2;22;-2;-2;22;-2;-2;22;-2;-2;22;-2;-2;22;-2;-2;22;-2;-2;22;-2;-2;22;-2;23;-2;-2
